,X_1,X_2,X_3,X_4,X_5,alpha
time 2250,0.42,0.25,-0.85,0.02,-0.63,0.33
time 2251,0.47,-0.94,0.47,0.94,-0.31,1.0
time 2252,0.27,1.0,-0.8,0.71,-0.95,0.33
time 2253,-0.06,-0.37,-0.98,-0.39,-0.17,0.67
time 2254,1.0,-0.62,-0.73,0.25,0.58,0.33
time 2255,0.09,0.6,-0.15,-0.81,-0.09,1.0
time 2256,-0.91,0.51,0.39,0.24,0.83,0.67
time 2257,-0.12,0.52,-0.37,-0.8,0.35,0.33
time 2258,-0.94,-0.15,0.91,0.5,-0.69,1.0
time 2259,0.39,-0.97,0.48,0.43,0.75,0.67
time 2260,-0.59,-0.73,0.43,0.94,0.24,0.67
time 2261,0.95,-0.11,0.27,0.15,-0.9,1.0
time 2262,-0.8,-0.74,-0.12,0.73,0.55,0.33
time 2263,0.01,0.45,-0.1,0.7,0.38,1.0
time 2264,-0.77,-0.47,-0.93,-0.2,0.06,0.33
time 2265,-0.55,0.82,0.21,0.39,0.69,0.67
time 2266,-0.22,0.86,-0.02,0.28,0.76,0.67
time 2267,-0.18,0.03,0.35,0.37,-0.02,1.0
time 2268,0.52,-0.47,-0.19,-0.05,-0.68,0.67
time 2269,-0.68,-0.65,0.22,-0.73,-0.3,0.33
time 2270,0.95,-0.56,0.58,-0.96,0.12,1.0
time 2271,-0.47,0.59,-0.14,0.33,-0.98,0.33
time 2272,-0.63,-0.47,0.34,0.06,0.34,0.33
time 2273,0.18,0.38,0.48,-0.74,0.9,1.0
time 2274,-0.23,0.45,-0.86,0.65,0.08,0.33
time 2275,0.82,0.41,-0.41,0.98,-0.12,0.67
time 2276,0.52,-0.54,-0.04,0.51,-0.2,0.67
time 2277,0.99,-0.29,-0.14,0.41,0.64,1.0
time 2278,0.58,-0.76,0.84,-0.42,-0.54,0.33
time 2279,-0.29,0.52,0.76,0.66,0.38,0.67
time 2280,-0.36,0.64,0.04,-0.54,-0.09,0.67
time 2281,0.45,0.89,-0.07,0.98,-0.35,0.67
time 2282,-0.47,-0.84,0.91,0.83,-0.19,1.0
time 2283,-0.19,0.51,-0.29,0.2,-0.5,0.33
time 2284,0.74,0.53,-0.49,0.73,0.33,1.0
time 2285,-0.9,0.68,0.69,-0.27,0.34,0.67
time 2286,-0.99,0.28,0.5,-0.33,-0.82,0.67
time 2287,0.01,-0.65,0.67,-0.36,0.43,0.33
time 2288,0.49,0.02,0.99,0.97,0.02,0.67
time 2289,0.99,-0.13,0.33,0.19,0.65,0.67
time 2290,0.87,-0.69,-0.31,0.58,-0.36,1.0
time 2291,0.58,0.53,-0.97,0.28,-0.59,0.67
time 2292,-0.41,0.25,0.99,0.06,0.05,0.67
time 2293,0.06,-0.88,-0.04,-0.97,0.07,0.67
time 2294,0.31,0.61,-0.28,-0.54,1.0,0.33
time 2295,-0.32,-0.5,0.49,-0.58,-0.33,1.0
time 2296,0.78,-0.25,-0.05,0.48,-0.14,0.33
time 2297,-0.14,0.36,-0.02,-0.95,0.78,1.0
time 2298,0.35,-0.99,0.18,-0.87,-0.73,0.33
time 2299,0.76,-0.46,0.65,0.18,-0.54,0.33
time 2300,-0.82,0.46,-0.72,-0.67,0.01,0.67
time 2301,0.35,0.66,-0.94,0.84,0.19,0.67
time 2302,0.44,-0.58,-0.42,0.45,0.79,0.67
time 2303,0.34,-0.47,-0.31,-0.52,0.86,0.67
time 2304,-0.69,-0.47,-0.78,-0.1,0.52,0.67
time 2305,0.62,-0.24,-0.17,-0.36,0.25,0.67
time 2306,-0.14,0.09,-0.11,-0.85,-0.48,0.67
time 2307,0.34,0.25,-0.83,-0.46,-0.44,0.67
time 2308,-0.53,-0.31,0.14,-0.66,0.46,1.0
time 2309,-0.33,0.26,0.76,-0.2,0.74,0.33
time 2310,0.37,-0.54,0.43,0.58,-0.96,1.0
time 2311,-0.44,-0.66,0.29,0.06,0.58,1.0
time 2312,-0.13,-0.15,-0.86,0.38,-0.99,1.0
time 2313,-0.09,0.3,0.71,0.04,-0.33,0.33
time 2314,-0.58,0.41,0.04,-0.73,-0.55,0.67
time 2315,-0.61,0.55,-0.91,0.02,-0.98,0.33
time 2316,-0.09,-0.8,-0.19,-0.63,0.38,0.33
time 2317,-0.7,0.8,0.74,-0.21,-0.78,1.0
time 2318,0.39,0.9,0.59,0.89,-0.87,1.0
time 2319,-0.12,-0.12,0.19,0.78,-0.66,0.67
time 2320,0.7,-0.07,0.18,0.27,0.88,0.33
time 2321,0.46,-0.15,0.3,-0.38,0.34,0.67
time 2322,0.43,0.51,0.97,-0.36,0.0,0.33
time 2323,-0.24,-0.2,0.83,-0.34,0.86,0.67
time 2324,-0.72,0.38,-0.4,0.2,-0.86,1.0
time 2325,0.2,-0.64,0.49,0.43,0.37,0.67
time 2326,-0.06,1.0,0.25,-0.52,-0.09,1.0
time 2327,-0.96,-0.73,-0.49,-0.64,0.91,0.33
time 2328,-0.14,0.19,0.1,-0.65,0.34,1.0
time 2329,-0.32,-0.96,-0.25,0.48,-0.4,0.33
time 2330,0.23,0.54,-0.83,-0.63,-0.39,0.33
time 2331,0.84,-0.22,0.17,-0.02,0.94,0.67
time 2332,0.74,0.73,0.31,0.92,0.54,0.67
time 2333,-0.43,-0.37,0.47,0.14,-0.11,1.0
time 2334,0.44,0.9,0.72,0.47,0.4,0.67
time 2335,-0.38,-0.4,0.44,0.17,-0.22,0.67
time 2336,-0.62,-0.04,-0.6,0.91,0.84,1.0
time 2337,1.0,0.14,-0.21,-0.87,0.39,1.0
time 2338,-0.96,-0.56,-0.81,-0.41,-0.13,0.67
time 2339,-0.18,0.88,-0.28,-0.27,-0.44,0.33
time 2340,-0.89,0.38,0.55,0.82,-0.24,0.67
time 2341,-0.63,0.36,-0.29,-0.39,0.67,1.0
time 2342,0.86,0.31,0.79,0.8,-0.89,1.0
time 2343,0.86,-0.02,-0.79,-0.75,-0.64,0.33
time 2344,0.86,-0.4,-0.95,0.16,-0.49,0.67
time 2345,0.32,-0.82,0.78,-0.91,0.23,0.67
time 2346,0.7,0.38,0.31,-0.64,-0.04,1.0
time 2347,0.74,0.28,0.3,-0.94,-1.0,0.67
time 2348,0.94,0.15,0.56,-0.74,0.88,1.0
time 2349,0.56,-0.6,0.91,0.68,-0.12,1.0
time 2350,-0.76,-0.03,-0.59,0.69,-0.27,0.33
time 2351,0.39,0.19,-0.65,0.82,0.39,0.67
time 2352,-0.98,0.25,0.46,0.14,0.71,0.33
time 2353,-0.9,-0.13,-0.58,0.22,-0.67,0.67
time 2354,0.7,-0.69,-0.37,-0.55,-0.72,1.0
time 2355,0.18,-0.19,-0.91,0.02,-0.87,0.67
time 2356,-0.19,-0.45,0.48,-0.18,0.96,1.0
time 2357,-0.85,-0.84,-0.79,0.49,0.63,0.33
time 2358,-0.34,0.74,0.31,0.8,0.76,1.0
time 2359,0.56,-0.2,0.9,0.25,0.03,1.0
time 2360,-0.33,0.57,0.54,-0.91,0.95,0.67
time 2361,-0.62,0.79,0.54,-0.11,-0.64,1.0
time 2362,0.8,-0.85,-0.36,-0.59,-0.24,0.33
time 2363,0.39,-0.49,-0.01,0.14,0.62,0.33
time 2364,0.33,0.02,0.27,-0.14,0.56,1.0
time 2365,0.62,-0.37,-0.6,0.8,-0.15,1.0
time 2366,-0.04,-0.13,0.39,-0.96,-0.5,0.33
time 2367,0.46,-0.68,-0.41,-0.39,0.53,0.67
time 2368,-0.78,0.53,-0.3,-0.93,-0.79,0.67
time 2369,-0.73,0.44,-0.34,-0.82,0.85,1.0
time 2370,0.83,0.18,-0.41,0.35,0.16,0.67
time 2371,-0.98,0.69,0.36,0.02,-0.71,1.0
time 2372,0.3,0.5,0.29,0.63,-0.06,0.33
time 2373,-0.01,-0.91,0.06,-0.55,0.38,0.33
time 2374,-0.37,-0.77,0.53,-0.0,-0.29,1.0
time 2375,-0.81,-0.93,0.12,-0.44,0.09,0.67
time 2376,0.83,0.05,-0.74,-0.11,0.74,1.0
time 2377,0.05,0.43,0.63,0.72,0.28,0.67
time 2378,-0.54,0.12,-0.99,0.63,0.13,0.33
time 2379,-0.21,0.43,0.74,-0.59,-0.55,0.33
time 2380,0.25,0.46,0.3,0.78,-0.72,0.33
time 2381,-0.78,0.93,0.6,0.15,-0.72,0.33
time 2382,-0.5,-0.96,-0.46,-0.16,-0.66,0.67
time 2383,0.72,0.47,0.82,-0.39,-0.35,0.33
time 2384,-0.15,-0.86,-0.76,0.1,0.34,0.67
time 2385,0.03,-0.84,-0.64,0.17,0.95,0.67
time 2386,-0.26,0.22,-0.16,-0.55,-0.19,0.33
time 2387,-0.3,-0.82,-0.92,-0.99,0.62,0.67
time 2388,-0.69,-0.72,0.82,0.85,-0.15,0.67
time 2389,0.67,0.1,0.53,-0.81,0.78,1.0
time 2390,0.39,-0.73,-0.8,0.22,-0.58,1.0
time 2391,0.63,0.69,-0.63,-0.76,-0.76,0.33
time 2392,0.55,-0.33,-0.11,-0.23,-0.96,0.33
time 2393,-0.3,-0.34,0.03,-0.76,-0.63,0.67
time 2394,-0.57,0.76,0.04,0.47,0.47,0.67
time 2395,0.79,-0.95,0.05,-0.48,0.09,1.0
time 2396,0.65,-0.61,0.12,0.47,-0.97,0.33
time 2397,-0.92,-0.9,-0.2,0.0,-0.37,0.67
time 2398,-0.91,0.67,-0.14,0.41,-0.75,1.0
time 2399,-0.39,-0.06,0.77,0.85,0.52,0.67
time 2400,0.59,-0.59,-0.52,-0.3,-0.55,0.67
time 2401,-0.36,-0.52,0.78,0.88,-0.22,0.33
time 2402,-0.51,-0.36,-0.12,0.69,-0.82,0.33
time 2403,-0.89,-0.81,0.92,0.5,0.24,1.0
time 2404,-0.36,-0.14,-0.28,0.09,0.32,0.33
time 2405,-0.24,-0.14,-0.28,0.85,0.84,0.33
time 2406,-0.81,-0.72,0.71,0.29,-0.23,0.33
time 2407,-0.46,0.41,0.54,0.22,0.84,0.67
time 2408,0.9,0.97,0.13,0.53,-0.04,0.67
time 2409,-0.66,-0.74,0.25,-0.81,0.35,1.0
time 2410,-0.28,-0.43,0.74,0.66,-0.01,0.33
time 2411,-0.04,0.36,0.08,-0.13,-0.34,1.0
time 2412,0.25,0.83,0.48,0.9,-0.99,1.0
time 2413,-0.35,0.81,0.39,-0.07,-0.94,0.67
time 2414,-0.87,-0.86,-0.95,-0.53,0.13,0.33
time 2415,0.36,-0.69,0.41,0.15,0.97,0.33
time 2416,-0.01,0.24,-0.74,-1.0,0.58,0.33
time 2417,0.15,0.6,-0.65,-0.07,-0.98,0.33
time 2418,-0.64,0.51,-0.31,-0.9,-0.33,0.67
time 2419,0.77,0.3,-0.22,-0.44,-0.13,0.67
time 2420,-0.09,-0.75,0.07,-0.66,0.23,1.0
time 2421,0.77,0.27,-0.51,0.58,-0.26,0.67
time 2422,0.71,0.29,0.54,0.49,-0.17,0.33
time 2423,0.4,0.6,-0.32,-0.56,-0.78,1.0
time 2424,0.02,0.43,-0.34,0.0,-0.91,0.33
time 2425,0.75,0.59,0.06,-0.02,0.98,0.33
time 2426,0.18,-0.56,0.85,-0.92,-0.86,1.0
time 2427,-0.94,0.67,0.69,-0.8,-0.48,1.0
time 2428,0.28,-0.15,-0.37,0.09,0.07,0.33
time 2429,0.01,-0.63,-0.11,-0.71,0.67,1.0
time 2430,-0.51,-0.31,0.15,0.79,-0.89,0.33
time 2431,0.88,-0.76,-0.82,-0.57,0.15,1.0
time 2432,-0.81,0.64,-0.2,0.99,-0.63,0.67
time 2433,-0.9,-0.17,0.9,0.17,-0.81,1.0
time 2434,0.5,-0.46,-0.94,-0.06,-0.44,0.67
time 2435,-0.25,0.99,-0.87,0.85,-0.13,0.67
time 2436,0.23,0.93,0.63,0.73,0.03,0.67
time 2437,0.14,0.0,0.48,-0.73,0.7,1.0
time 2438,0.91,-0.21,0.96,0.32,0.83,0.33
time 2439,-0.93,0.17,-0.09,-0.16,-0.28,0.33
time 2440,0.23,0.92,0.58,-0.01,0.23,1.0
time 2441,0.14,-0.16,-0.9,-0.81,-0.76,0.33
time 2442,0.57,-0.36,0.95,0.1,0.91,0.67
time 2443,-0.95,-0.9,0.77,-0.51,-0.55,0.67
time 2444,-0.21,0.98,0.44,0.61,0.67,0.33
time 2445,-0.09,0.64,-0.36,0.24,-0.56,0.67
time 2446,0.54,-0.92,0.86,0.03,-0.54,0.33
time 2447,0.66,-0.49,-0.1,-0.45,0.4,1.0
time 2448,0.66,-0.05,-0.24,-0.83,-0.19,1.0
time 2449,0.07,-0.21,0.32,0.63,0.7,0.67
time 2450,0.52,0.38,-0.29,-0.08,-0.81,0.67
time 2451,0.08,0.04,-0.73,-0.48,0.17,0.67
time 2452,0.37,-0.96,0.5,0.6,-0.5,0.67
time 2453,0.09,0.85,0.62,-0.94,-0.39,0.33
time 2454,0.85,0.44,-0.55,0.49,-0.61,0.67
time 2455,-0.71,-0.56,0.1,0.7,-0.45,1.0
time 2456,0.67,-0.28,0.14,0.17,-0.5,0.33
time 2457,0.08,0.12,-0.84,0.92,-0.42,0.33
time 2458,0.42,0.29,-0.34,0.95,-0.29,1.0
time 2459,-0.09,-0.62,-0.64,-0.02,-0.93,1.0
time 2460,0.63,-0.85,0.42,-0.69,-0.0,1.0
time 2461,0.26,-0.74,-0.38,0.87,0.82,0.33
time 2462,-0.1,0.1,0.71,-0.44,-0.09,0.67
time 2463,0.37,0.48,0.35,0.29,0.79,0.33
time 2464,0.0,0.41,0.21,-0.58,-0.17,0.33
time 2465,0.53,0.62,-0.6,0.38,0.79,0.67
time 2466,0.18,-0.62,-0.76,-0.18,0.47,1.0
time 2467,-0.79,0.6,0.88,0.39,0.59,0.67
time 2468,-0.87,0.01,-0.57,-0.96,0.53,0.67
time 2469,-0.19,-0.51,-0.99,0.25,-0.78,1.0
time 2470,-0.64,0.15,0.02,-0.47,-0.12,1.0
time 2471,-0.77,0.27,-0.83,0.7,-0.37,0.33
time 2472,0.19,-0.7,-0.43,-0.45,-0.64,0.33
time 2473,0.8,-0.83,-0.59,-0.53,0.87,0.33
time 2474,-0.08,-0.09,0.75,0.57,0.81,0.67
time 2475,0.21,-0.8,-0.93,-0.32,-0.64,0.67
time 2476,0.35,0.77,-0.76,-0.97,0.69,1.0
time 2477,0.46,0.77,0.84,-1.0,0.35,0.33
time 2478,-0.58,0.63,0.5,-0.06,0.51,0.67
time 2479,0.84,0.95,0.12,0.87,-0.3,1.0
time 2480,0.17,0.27,0.78,-0.8,0.54,0.33
time 2481,0.44,0.31,0.06,-0.83,-0.76,0.33
time 2482,-0.72,-0.22,0.16,-0.82,-0.29,0.33
time 2483,0.54,-0.8,-0.68,0.51,0.52,1.0
time 2484,-0.35,0.63,0.66,-0.99,0.58,0.67
time 2485,0.8,-0.47,0.13,0.44,-0.98,0.67
time 2486,0.83,0.12,-0.13,-0.49,-0.37,0.33
time 2487,-0.8,-0.48,-0.93,0.62,-0.76,1.0
time 2488,-0.25,-0.58,0.25,0.06,-0.96,1.0
time 2489,0.2,0.27,0.38,-0.3,0.91,1.0
time 2490,0.27,-0.32,0.75,0.1,-0.22,1.0
time 2491,0.89,0.88,0.16,-0.86,0.73,0.67
time 2492,0.54,-0.73,-0.01,0.0,-0.7,1.0
time 2493,-0.17,0.01,-0.45,0.26,0.41,0.33
time 2494,0.26,-0.64,-0.44,0.45,0.78,0.67
time 2495,-0.23,0.9,-0.99,0.31,-0.46,0.33
time 2496,0.4,0.72,0.95,0.96,0.92,1.0
time 2497,-0.4,-0.63,-0.45,0.6,0.25,0.67
time 2498,-0.8,-0.68,-0.46,0.15,0.46,0.67
time 2499,-0.09,-0.38,-0.28,-0.05,-0.93,0.67
time 2500,-0.85,0.23,0.9,-0.2,-0.27,1.0
time 2501,0.26,-0.48,0.51,0.75,0.32,0.67
time 2502,-0.97,0.67,-0.35,0.61,-0.64,0.33
time 2503,0.46,0.95,-0.12,0.61,0.29,1.0
time 2504,0.73,0.53,-0.84,-0.47,-0.65,1.0
time 2505,-0.49,0.58,0.83,-0.47,0.34,1.0
time 2506,0.68,0.46,0.16,0.69,-0.33,1.0
time 2507,-0.13,-0.71,0.29,-0.2,-0.97,0.33
time 2508,0.77,-0.91,0.72,-0.87,-0.37,0.33
time 2509,0.99,0.81,-0.88,-0.66,-0.64,1.0
time 2510,-0.37,-0.62,0.6,-0.2,-0.33,1.0
time 2511,-0.93,-0.87,0.93,0.91,0.81,0.67
time 2512,0.93,-0.36,0.67,0.3,-0.41,1.0
time 2513,-0.92,-0.38,0.14,0.16,0.61,0.33
time 2514,0.55,0.47,0.46,0.46,0.44,0.67
time 2515,-0.83,-0.22,-0.19,0.06,0.86,1.0
time 2516,0.51,-0.67,-0.65,0.48,0.48,1.0
time 2517,-0.25,-0.01,-0.41,0.1,0.46,0.67
time 2518,-0.29,-0.6,0.58,-0.5,0.74,0.67
time 2519,0.45,0.37,-0.51,-0.41,-0.41,0.67
time 2520,-0.0,0.39,-0.92,0.56,-0.09,0.67
time 2521,-0.61,-0.57,-0.57,-0.66,0.82,0.33
time 2522,0.05,0.85,0.54,-0.01,0.84,1.0
time 2523,-0.47,-0.24,-0.5,-0.86,0.18,0.33
time 2524,-0.11,-0.97,-0.56,0.19,0.92,0.67
time 2525,-0.14,-0.91,0.32,-0.4,0.46,1.0
time 2526,0.12,-0.14,0.47,0.56,0.81,0.67
time 2527,-0.51,-0.82,-0.92,-0.67,-0.16,0.33
time 2528,-0.75,-0.77,-0.01,0.84,-0.32,1.0
time 2529,-0.61,0.01,-0.69,-0.7,-0.56,1.0
time 2530,-0.06,0.75,0.4,0.64,-0.04,0.33
time 2531,0.62,0.52,0.85,0.66,0.59,0.67
time 2532,-0.1,-0.51,0.13,-0.96,-0.31,1.0
time 2533,-0.71,-0.74,-0.29,0.89,-0.95,1.0
time 2534,-0.93,0.8,0.64,0.29,-0.13,0.67
time 2535,-0.9,-0.04,0.98,0.22,0.15,1.0
time 2536,0.48,0.19,0.2,-0.64,0.8,0.33
time 2537,0.24,0.16,-0.18,0.89,-0.27,0.33
time 2538,0.69,0.71,-0.91,-0.59,-0.09,0.33
time 2539,-0.65,0.95,0.1,-0.11,-0.69,0.67
time 2540,-0.91,0.04,0.62,0.33,-0.67,1.0
time 2541,0.38,-0.56,-0.57,-0.67,-0.2,0.33
time 2542,-0.19,0.98,-0.94,0.92,-0.26,0.67
time 2543,-0.94,-0.93,0.16,0.18,-0.77,0.33
time 2544,-0.09,-0.59,-0.11,0.98,0.42,0.33
time 2545,-0.85,0.87,-0.97,-0.51,-0.97,1.0
time 2546,-0.9,0.36,0.36,0.82,0.29,1.0
time 2547,-0.75,0.0,0.8,-0.81,0.4,1.0
time 2548,-0.46,-0.52,-0.21,-0.36,0.36,1.0
time 2549,-0.36,-0.31,0.04,-0.13,0.21,0.33
time 2550,-0.8,-0.86,-0.53,0.49,0.22,0.67
time 2551,-0.96,-0.08,-0.18,0.64,-0.93,1.0
time 2552,0.01,-0.77,0.65,-0.46,-0.96,0.33
time 2553,-0.24,0.51,-0.39,0.4,0.04,0.33
time 2554,-0.17,-0.46,0.04,0.04,-0.0,0.33
time 2555,0.08,-0.69,0.13,-0.25,0.3,1.0
time 2556,-0.68,-0.01,0.49,-0.97,-0.11,0.67
time 2557,-0.48,-0.18,0.4,0.27,0.85,0.33
time 2558,-0.72,0.59,0.66,-0.21,0.5,0.67
time 2559,-0.15,-0.38,0.42,0.08,0.63,0.67
time 2560,0.87,0.27,-0.36,-0.99,-0.74,1.0
time 2561,0.1,0.64,0.98,0.96,-0.69,0.67
time 2562,0.54,0.06,0.08,0.19,0.59,1.0
time 2563,-0.86,-0.79,0.66,-0.44,-0.46,1.0
time 2564,0.95,0.66,0.1,-0.85,-0.43,1.0
time 2565,-0.44,0.6,0.21,0.48,0.76,0.33
time 2566,0.7,0.7,-0.36,0.4,-0.51,1.0
time 2567,-0.96,-0.53,-0.78,0.07,-0.07,0.67
time 2568,0.48,-0.88,0.45,0.8,0.18,1.0
time 2569,0.5,-0.54,-0.63,-0.03,0.28,0.67
time 2570,0.75,0.45,-0.08,-0.16,-0.09,0.67
time 2571,-0.97,0.95,-0.2,0.96,-0.05,0.33
time 2572,0.81,-0.39,-0.95,0.13,-0.43,0.67
time 2573,-0.87,-0.22,0.71,-0.21,0.43,0.67
time 2574,-0.45,-0.29,0.65,-0.43,-0.95,0.33
time 2575,0.69,0.04,-0.15,-0.43,0.15,0.67
time 2576,0.27,-0.96,0.23,0.34,-0.15,0.33
time 2577,0.78,-0.84,0.42,-0.19,-0.89,0.33
time 2578,-0.23,-0.95,-0.4,-0.11,-0.58,0.33
time 2579,-0.8,-0.71,0.88,0.87,0.5,1.0
time 2580,0.44,0.74,-0.75,-0.44,0.86,1.0
time 2581,0.82,0.36,-1.0,0.68,0.11,0.67
time 2582,0.11,0.78,0.22,-0.96,-0.84,1.0
time 2583,-0.82,-0.54,-0.24,0.11,0.4,0.67
time 2584,-0.97,-0.62,0.65,0.83,0.88,0.67
time 2585,-0.31,0.34,0.28,-0.86,0.1,0.67
time 2586,0.83,-0.61,-0.8,-0.38,-0.37,0.67
time 2587,0.02,-0.99,0.59,-0.89,-0.65,1.0
time 2588,-0.85,-0.55,-0.98,-0.46,-0.96,0.33
time 2589,0.69,-0.07,-0.68,-0.9,0.01,0.67
time 2590,0.96,0.49,-0.27,-0.91,0.99,1.0
time 2591,-0.47,0.98,0.68,0.68,-0.58,1.0
time 2592,0.49,0.06,-0.41,-0.33,-0.46,1.0
time 2593,-0.15,0.89,0.02,0.47,-0.72,0.67
time 2594,-0.92,-0.17,0.28,-0.25,-0.49,1.0
time 2595,0.41,-0.43,-0.28,-0.83,0.04,1.0
time 2596,0.3,-0.2,0.32,-0.75,0.03,1.0
time 2597,0.83,0.09,-0.89,-0.4,-0.16,1.0
time 2598,-0.93,-0.83,-0.22,-0.26,0.66,0.33
time 2599,-0.76,0.41,0.48,0.72,-0.25,0.67
time 2600,-0.46,0.93,0.07,0.41,-0.97,0.33
time 2601,-0.46,0.31,0.16,0.21,0.3,0.67
time 2602,-0.91,0.87,-0.01,-0.32,0.95,0.67
time 2603,-0.47,-0.46,0.15,0.54,-0.8,0.67
time 2604,-0.84,-0.67,0.46,-0.94,0.34,1.0
time 2605,0.36,-0.91,0.1,-0.62,-0.14,1.0
time 2606,-0.1,0.1,0.47,0.09,0.62,1.0
time 2607,0.38,0.24,-0.44,-0.2,-0.14,0.67
time 2608,0.2,-0.53,-0.77,0.26,-0.89,0.33
time 2609,-0.76,-0.22,-0.25,-0.61,-0.42,1.0
time 2610,0.09,-0.74,-0.47,-0.16,0.88,1.0
time 2611,-0.17,-0.28,0.74,0.85,0.58,0.33
time 2612,-0.41,0.84,0.69,0.45,0.84,1.0
time 2613,-0.42,0.48,0.45,0.55,0.42,0.33
time 2614,0.43,0.18,-0.23,0.24,0.49,0.67
time 2615,0.2,-0.58,-0.04,0.85,-0.42,1.0
time 2616,0.83,0.75,0.41,0.66,0.81,0.33
time 2617,1.0,-0.42,0.89,-0.74,-0.17,1.0
time 2618,-0.23,-0.65,0.43,0.24,0.9,0.33
time 2619,0.41,0.67,0.46,-0.32,-0.39,0.33
time 2620,-0.91,0.08,-0.62,0.42,0.0,0.33
time 2621,-0.35,0.89,-0.14,-0.14,0.87,1.0
time 2622,-0.34,0.48,-0.62,0.37,0.66,0.67
time 2623,0.44,-0.72,0.1,-0.29,-0.15,0.33
time 2624,0.49,0.85,-0.33,0.78,-0.84,1.0
time 2625,0.65,-0.72,0.79,-0.8,0.93,1.0
time 2626,-0.88,0.48,0.88,0.16,-0.75,0.67
time 2627,0.88,-0.92,0.11,0.97,-0.2,0.33
time 2628,0.74,0.86,-0.24,0.03,-0.6,0.67
time 2629,-0.15,0.05,0.93,0.31,-0.08,0.33
time 2630,-0.2,0.84,-0.51,0.45,-0.1,0.67
time 2631,0.92,0.12,-0.57,0.64,-0.59,1.0
time 2632,-0.4,0.43,0.59,0.76,0.12,0.67
time 2633,0.24,0.81,0.93,-0.33,0.08,0.67
time 2634,-0.63,0.69,0.05,0.97,-0.67,0.33
time 2635,0.71,-0.02,0.16,-0.65,-0.02,0.67
time 2636,-0.42,-0.51,-0.65,0.18,0.39,0.67
time 2637,0.94,-0.43,-0.05,-0.06,-0.88,0.33
time 2638,0.83,0.19,-0.18,-0.56,-0.88,0.33
time 2639,0.89,-0.52,-0.41,0.45,-0.2,0.67
time 2640,-0.83,0.2,-0.02,0.56,0.02,0.33
time 2641,0.79,0.55,0.91,0.1,-0.18,0.33
time 2642,0.34,0.5,-0.84,0.32,0.37,1.0
time 2643,-0.77,-0.09,-0.78,0.98,-0.75,0.33
time 2644,0.66,0.74,-0.38,0.3,0.23,0.67
time 2645,-0.98,0.61,-0.63,-0.56,0.27,0.33
time 2646,-0.96,0.11,0.03,0.76,0.07,1.0
time 2647,0.22,0.0,0.0,-0.79,0.44,0.67
time 2648,-0.3,0.34,-0.06,0.32,-0.43,0.67
time 2649,-0.67,0.24,-0.33,-0.24,0.55,1.0
time 2650,-0.25,0.11,-0.18,-0.25,-0.21,0.33
time 2651,0.28,0.43,0.77,-0.26,0.83,1.0
time 2652,-0.46,0.09,-0.59,-0.85,-0.64,0.67
time 2653,-0.03,0.6,-0.47,0.38,0.47,1.0
time 2654,-0.59,-0.62,-0.08,0.95,0.64,1.0
time 2655,0.5,-0.86,0.63,0.26,-0.35,0.67
time 2656,0.65,-0.84,0.16,0.05,-0.87,0.67
time 2657,0.44,-0.7,0.52,0.18,0.78,0.33
time 2658,-0.86,0.91,-0.56,-0.04,0.04,0.33
time 2659,0.67,-0.77,0.54,0.63,0.66,0.67
time 2660,-0.68,0.42,0.82,0.06,0.35,0.33
time 2661,-0.18,0.5,0.85,0.63,-0.88,1.0
time 2662,-0.54,0.54,-0.36,0.9,-0.46,0.67
time 2663,0.04,0.34,-0.76,-0.84,-0.98,0.33
time 2664,0.41,0.79,-0.81,-0.45,-0.98,1.0
time 2665,-0.86,0.21,-0.41,-0.67,0.2,0.33
time 2666,-0.44,-0.48,0.01,0.1,0.98,0.33
time 2667,0.78,0.86,0.52,0.81,-0.32,1.0
time 2668,0.54,-0.47,0.12,0.02,0.88,0.33
time 2669,0.93,-0.76,0.39,0.06,-0.8,0.67
time 2670,-0.13,-0.28,0.62,0.05,0.31,0.33
time 2671,-0.81,0.42,0.21,0.68,0.66,1.0
time 2672,0.23,-0.0,-0.39,0.12,-0.4,0.33
time 2673,-0.07,-0.59,-0.32,0.85,0.91,1.0
time 2674,0.62,0.84,0.83,-0.38,0.08,0.33
time 2675,0.05,-0.21,-0.47,-0.28,-0.73,0.33
time 2676,-0.57,0.42,-0.4,0.72,0.99,1.0
time 2677,-0.07,-0.05,0.21,0.82,0.75,0.67
time 2678,-0.72,0.05,-0.7,0.3,0.29,0.67
time 2679,0.55,0.15,-0.03,-0.85,-0.73,1.0
time 2680,0.67,-0.71,-0.29,-0.88,-0.01,0.33
time 2681,-0.07,0.9,0.28,-0.23,0.66,1.0
time 2682,-0.89,0.68,-0.9,0.78,0.17,0.33
time 2683,-0.55,0.94,-0.86,0.46,0.4,0.67
time 2684,-0.2,-0.95,-0.97,0.03,0.57,1.0
time 2685,0.3,-0.75,-0.09,0.2,0.2,0.33
time 2686,0.19,-0.95,-0.61,0.96,-0.28,0.33
time 2687,-0.89,-0.71,0.05,0.88,0.46,0.67
time 2688,0.65,0.21,-0.27,-0.31,-0.78,0.33
time 2689,-0.45,-0.14,-0.41,-0.9,-0.68,1.0
time 2690,-0.02,0.47,-0.44,-0.42,-0.65,0.67
time 2691,0.26,-0.01,-0.18,0.46,0.9,0.33
time 2692,0.54,-0.3,-0.44,0.32,-0.6,0.67
